Generation,GibberishLevel
2,2.412675276
2,2.171109097
2,2.301951284
2,2.443668797
2,2.468211658
2,2.635629662
2,2.675648437
2,2.001294037
2,2.261267876
2,2.059514803
2,2.247541436
2,2.31347928
2,2.188223426
2,2.466792669
2,2.68628438
2,2.560118188
2,2.309908849
2,2.463057784
2,2.280140819
2,2.450836914
2,1.846462547
2,2.309819228
2,2.488656482
2,2.309461655
2,2.396899755
2,2.365157154
2,2.45931382
2,2.019226912
2,1.959623841
2,2.340665748
2,2.45762386
2,2.454262183
2,1.855911698
2,2.407464203
2,1.257961011
2,2.555850688
2,2.233610104
2,2.416185158
2,2.506363264
2,2.160152353
2,2.563445321
2,2.578190362
2,2.528839081
2,2.446281305
2,2.42126415
2,2.412349482
2,1.757826305
2,1.866867476
2,2.239312657
2,1.648334765
2,2.342132166
2,2.332134885
2,2.524512111
2,2.506175683
2,1.843016897
2,2.183497739
2,2.286640101
2,2.422573051
2,2.355465622
2,2.408273012
2,2.576783486
2,2.323156906
2,2.314917051
2,2.643095585
2,2.514171157
2,2.272198326
2,2.024760481
2,2.064922662
2,2.205129806
2,2.534581639
2,1.828720306
2,2.5818186
2,2.687707575
2,1.658349287
2,2.37471939
2,2.4141503
2,2.421420394
2,2.39036614
2,2.497061867
2,2.450864451
2,2.151784159
2,2.414828928
2,2.179192186
2,2.314357705
2,2.06007603
2,2.316474837
2,2.275870909
2,1.875462451
2,2.667842916
2,2.042492857
2,1.959755741
2,1.809850785
